"species","decimalLongitude","decimalLatitude","countryCode","stateProvince","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","datasetName"
"Packera anonyma",-84.14575,33.806217,"US","Georgia",NA,3709980919,"Asteraceae","SPECIES",966,1928,"PRESERVED_SPECIMEN","GA",""
"Asclepias tuberosa",-85.149367,34.62096,"US","Georgia",NA,3860425680,"Apocynaceae","SPECIES",5,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Asclepias tuberosa",-82.783417,32.067325,"US","Georgia",NA,4910919179,"Apocynaceae","SPECIES",3,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Asclepias tuberosa",-83.8368,34.933136,"US","Georgia",NA,3902733739,"Apocynaceae","SPECIES",133,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Asclepias tuberosa",-83.370217,32.776447,"US","Georgia",NA,4129814762,"Apocynaceae","SPECIES",3,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Packera anonyma",-84.353313,34.01534,"US","Georgia",NA,3118498543,"Asteraceae","SPECIES",NA,2021,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Packera anonyma",-83.919115,33.92476,"US","Georgia",NA,2611179225,"Asteraceae","SPECIES",5,2020,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Coreopsis major",-83.677528,34.7244,"US","Georgia",NA,4522496439,"Asteraceae","SPECIES",30,2020,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Packera anonyma",-83.084855,34.1348,"US","Georgia",NA,4863700045,"Asteraceae","SPECIES",7,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Silphium compositum",-85.383537,34.92225,"US","Georgia",NA,3384201693,"Asteraceae","SPECIES",13,2021,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Coreopsis major",-84.711388,34.760788,"US","Georgia",NA,4901729438,"Asteraceae","SPECIES",4,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Eryngium yuccifolium",-84.400261,33.779129,"US","Georgia",NA,4946168651,"Apiaceae","SPECIES",4,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Silphium compositum",-84.2204,34.791655,"US","Georgia",NA,4103320437,"Asteraceae","SPECIES",113,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Silphium compositum",-83.499827,34.984804,"US","Georgia",NA,4134054520,"Asteraceae","SPECIES",28762,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Silphium compositum",-84.918088,34.030761,"US","Georgia",NA,4936096115,"Asteraceae","SPECIES",4,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Packera anonyma",-84.218351,34.014925,"US","Georgia",NA,4111812474,"Asteraceae","SPECIES",11543,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Asclepias tuberosa",-83.361343,31.520157,"US","Georgia",NA,4867702763,"Apocynaceae","SPECIES",257,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Parthenium integrifolium",-83.575264,34.874512,"US","Georgia",NA,4599942180,"Asteraceae","SPECIES",4,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Asclepias tuberosa",-83.215536,34.610399,"US","Georgia",NA,3873834090,"Apocynaceae","SPECIES",8,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Packera anonyma",-84.711379,32.780527,"US","Georgia",NA,4116299425,"Asteraceae","SPECIES",29066,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Silphium compositum",-83.138367,34.183138,"US","Georgia",NA,3892566304,"Asteraceae","SPECIES",12,2018,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Coreopsis major",-84.681376,34.590941,"US","Georgia",NA,4133660234,"Asteraceae","SPECIES",NA,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Packera anonyma",-84.741458,32.85081,"US","Georgia",NA,2619932395,"Asteraceae","SPECIES",5,2020,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Silphium compositum",-84.115089,34.450817,"US","Georgia",NA,4129889674,"Asteraceae","SPECIES",4,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Asclepias tuberosa",-85.278199,34.055231,"US","Georgia",NA,3859433028,"Apocynaceae","SPECIES",3,2022,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Coreopsis major",-84.636414,34.130516,"US","Georgia",NA,4904267345,"Asteraceae","SPECIES",224,2024,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Coreopsis major",-84.17116,33.624721,"US","Georgia",NA,4138505821,"Asteraceae","SPECIES",196,2023,"HUMAN_OBSERVATION","iNaturalist","iNaturalist research-grade observations"
"Packera anonyma",-85.242091,34.327514,"US","Georgia",NA,3499006312,"Asteraceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","BCH",""
"Packera anonyma",-85.2692,34.3171,"US","Georgia",NA,3499006940,"Asteraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Packera anonyma",-85.2463,34.3278,"US","Georgia",NA,3499006926,"Asteraceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","BCH",""
"Packera anonyma",-85.2639,34.3197,"US","Georgia",NA,3499006923,"Asteraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Schizachyrium scoparium",-85.2463,34.3278,"US","Georgia",NA,3499007121,"Poaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Schizachyrium scoparium",-85.2463,34.3278,"US","Georgia",NA,3499007127,"Poaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Schizachyrium scoparium",-85.2463,34.3278,"US","Georgia",NA,3499007185,"Poaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Schizachyrium scoparium",-85.2463,34.3278,"US","Georgia",NA,3499007198,"Poaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","BCH",""
"Schizachyrium scoparium",-85.2463,34.3278,"US","Georgia",NA,3499007232,"Poaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","BCH",""
"Schizachyrium scoparium",-85.2639,34.3197,"US","Georgia",NA,3499007250,"Poaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","BCH",""
"Coreopsis major",-85.2383,34.3322,"US","Georgia",NA,3499007488,"Asteraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Coreopsis major",-85.2137,34.3066,"US","Georgia",NA,3499007497,"Asteraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Coreopsis major",-85.2463,34.3278,"US","Georgia",NA,3499007504,"Asteraceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","BCH",""
"Coreopsis major",-85.2463,34.3278,"US","Georgia",NA,3499007505,"Asteraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Coreopsis major",-85.2463,34.3278,"US","Georgia",NA,3499007514,"Asteraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Coreopsis major",-85.2463,34.3278,"US","Georgia",NA,3499007519,"Asteraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Coreopsis major",-85.2463,34.3278,"US","Georgia",NA,3499007517,"Asteraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Coreopsis major",-85.2383,34.3322,"US","Georgia",NA,3499007513,"Asteraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Coreopsis major",-85.2463,34.3278,"US","Georgia",NA,3499007532,"Asteraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Coreopsis major",-85.2544,34.3211,"US","Georgia",NA,3499007522,"Asteraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Coreopsis major",-85.2383,34.3322,"US","Georgia",NA,3499007527,"Asteraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Coreopsis major",-85.2639,34.3197,"US","Georgia",NA,3499007529,"Asteraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","BCH",""
"Packera anonyma",-85.253496,34.321462,"US","Georgia",NA,3499008376,"Asteraceae","SPECIES",NA,2021,"PRESERVED_SPECIMEN","BCH",""
