"Species","x","y","wc2.1_2.5m_bio_1","wc2.1_2.5m_bio_2","wc2.1_2.5m_bio_3","wc2.1_2.5m_bio_4","wc2.1_2.5m_bio_5","wc2.1_2.5m_bio_6","wc2.1_2.5m_bio_7","wc2.1_2.5m_bio_8","wc2.1_2.5m_bio_9","wc2.1_2.5m_bio_10","wc2.1_2.5m_bio_11","wc2.1_2.5m_bio_12","wc2.1_2.5m_bio_13","wc2.1_2.5m_bio_14","wc2.1_2.5m_bio_15","wc2.1_2.5m_bio_16","wc2.1_2.5m_bio_17","wc2.1_2.5m_bio_18","wc2.1_2.5m_bio_19"
"Cfasc",-81.0208333333333,32.8958333333333,18.1706676483154,13.2586660385132,42.4576225280762,682.778564453125,33.4160003662109,2.18799996376038,31.2280006408691,26.4039993286133,14.07200050354,26.4039993286133,9.54400062561035,1253,155,61,28.833911895752,443,215,443,284
"Cfasc",-81.0208333333333,33.2708333333333,17.7333335876465,13.1226673126221,41.6539688110352,700.459533691406,33.2040023803711,1.70000004768372,31.5040016174316,26.1846675872803,13.4619998931885,26.1846675872803,8.87666606903076,1211,140,66,24.8240737915039,409,223,409,291
"Cfasc",-81.0208333333333,33.6875,17.2035007476807,13.1876668930054,41.0677185058594,721.498168945312,33.0400009155273,0.927999973297119,32.1119995117188,25.9306659698486,12.8286666870117,25.9306659698486,8.0920000076294,1198,130,72,21.3535671234131,383,236,383,295
"Cfasc",-81.0208333333333,33.9375,17.4724998474121,13.1829996109009,40.2116889953613,741.466918945312,33.7599983215332,0.976000010967255,32.7839965820312,26.4546661376953,13.039999961853,26.4546661376953,8.13333320617676,1158,128,71,20.962438583374,365,231,365,288
"Cfasc",-81.0208333333333,33.9791666666667,17.7763328552246,13.1719999313354,39.8813133239746,748.978759765625,34.1040000915527,1.07599997520447,33.0279998779297,26.8126659393311,13.3073329925537,26.8126659393311,8.3033332824707,1163,127,71,20.4137287139893,363,235,363,290
"Cfasc",-81.0208333333333,34.0208333333333,17.6668338775635,13.0543327331543,39.698127746582,748.065673828125,33.9280014038086,1.0440000295639,32.8840026855469,26.7019996643066,13.2053337097168,26.7019996643066,8.20600032806396,1170,127,72,20.0327911376953,362,237,362,291
"Cfasc",-81.0208333333333,34.1458333333333,16.66233253479,12.9573335647583,39.7123107910156,740.813720703125,32.8800010681152,0.252000004053116,32.628002166748,25.6679992675781,12.2600002288818,25.6679992675781,7.32800006866455,1173,123,73,18.5227394104004,353,243,353,293
"Cfasc",-81.0208333333333,34.2708333333333,16.4233341217041,13.0113334655762,39.688060760498,746.641967773438,32.6839981079102,-0.100000001490116,32.7839965820312,25.5066661834717,11.9779996871948,25.5066661834717,7.0086669921875,1169,118,74,17.1915721893311,342,246,342,294
"Cfasc",-81.0208333333333,34.3125,16.2768325805664,12.917667388916,39.5567932128906,745.587951660156,32.4720001220703,-0.184000000357628,32.6559982299805,25.3479995727539,11.8293333053589,25.3479995727539,6.87933349609375,1179,119,75,16.5007076263428,341,251,341,297
"Cfasc",-81.0208333333333,34.4375,16.2145004272461,13.135666847229,39.703987121582,758.024597167969,32.6720008850098,-0.412000000476837,33.0839996337891,25.4626655578613,11.5973339080811,25.4626655578613,6.7039999961853,1168,119,74,16.3595447540283,337,249,337,294
"Cfasc",-81.0208333333333,34.4791666666667,16.1614990234375,13.1296663284302,39.6427154541016,761.020141601562,32.6199989318848,-0.5,33.1199989318848,25.4446659088135,11.5246667861938,25.4446659088135,6.61533308029175,1171,120,75,16.2671031951904,338,250,338,294
"Cfasc",-81.0208333333333,34.5625,15.9643335342407,12.9366664886475,39.2591209411621,759.649108886719,32.3160018920898,-0.636000037193298,32.9520034790039,25.228666305542,11.3619995117188,25.228666305542,6.42933320999146,1189,122,76,15.789363861084,341,255,341,297
"Cfasc",-81.0208333333333,34.6875,15.8249998092651,12.7740001678467,38.8220291137695,761.4462890625,32.1559982299805,-0.748000025749207,32.9039993286133,25.1213340759277,11.220666885376,25.1213340759277,6.27866649627686,1201,123,78,14.6397953033447,339,261,339,299
"Cfasc",-81.0208333333333,34.7291666666667,15.7983331680298,12.6986656188965,38.6071586608887,762.884155273438,32.1079978942871,-0.783999979496002,32.8919982910156,25.1093330383301,11.1913328170776,25.1093330383301,6.23333311080933,1206,124,78,14.2803087234497,337,264,337,299
"Cfasc",-81.0208333333333,34.8541666666667,15.7171669006348,12.440333366394,37.8585929870605,769.562622070312,31.9679985046387,-0.891999959945679,32.8599967956543,7.54866647720337,11.0813331604004,25.1026668548584,6.06799983978271,1212,125,79,13.153341293335,335,271,329,300
"Cfasc",-81.0208333333333,34.8958333333333,15.9680004119873,12.3973331451416,37.5813446044922,775.977478027344,32.2319984436035,-0.755999982357025,32.9879989624023,7.72866678237915,11.2906665802002,25.4113330841064,6.21600008010864,1208,124,79,12.7788581848145,334,272,325,300
"Cfasc",-81.0208333333333,34.9375,16.0483341217041,12.2573337554932,37.2789916992188,776.171081542969,32.2480010986328,-0.632000029087067,32.8800010681152,7.8086667060852,11.3693332672119,25.4873332977295,6.28333330154419,1208,124,79,12.4016246795654,333,274,322,299
"Cfasc",-81.0208333333333,34.9791666666667,15.9223337173462,12.3100004196167,37.5717277526855,770.957336425781,32.1399993896484,-0.624000012874603,32.7639999389648,7.71666669845581,11.3140001296997,25.308666229248,6.23400020599365,1196,123,78,12.2934837341309,330,272,318,297
"Cfasc",-81.0625,31.8125,19.2708339691162,10.2014713287354,37.0091743469238,637.789611816406,32.3588256835938,4.79411792755127,27.5647087097168,26.5401954650879,15.951961517334,26.7784309387207,11.0970592498779,1285,187,63,36.3731651306152,491,218,474,257
"Cfasc",-81.0625,32.1041666666667,19.2493324279785,11.4246664047241,39.5536155700684,648.066467285156,32.9679985046387,4.08400011062622,28.8839988708496,26.9293327331543,15.7273330688477,26.9293327331543,10.9759998321533,1264,185,61,35.5275802612305,473,214,473,250
"Cfasc",-81.0625,32.3541666666667,18.6003341674805,12.0719995498657,40.7232475280762,658.46337890625,32.9000015258789,3.25600004196167,29.6440010070801,26.4813327789307,14.8580007553101,26.4813327789307,10.2399997711182,1260,177,61,32.9538688659668,464,214,464,262
"Cfasc",-81.0625,32.5208333333333,18.4104995727539,12.654333114624,41.6425361633301,666.935607910156,33.1159973144531,2.7279999256134,30.387996673584,26.4046649932861,14.5220003128052,26.4046649932861,9.95399951934814,1263,169,61,30.9123096466064,456,215,456,275
"Cfasc",-81.0625,32.5625,18.3316669464111,12.775333404541,41.8150482177734,669.242858886719,33.1759986877441,2.62399983406067,30.5519981384277,26.3633327484131,14.4200000762939,26.3633327484131,9.84866714477539,1262,167,61,30.5316696166992,454,214,454,275
"Cfasc",-81.0625,32.6458333333333,18.2543334960938,12.9979991912842,42.1192474365234,673.389343261719,33.2599983215332,2.40000009536743,30.8599987030029,26.3526668548584,14.289999961853,26.3526668548584,9.74266624450684,1263,164,61,30.0832023620605,453,215,453,279
"Cfasc",-81.0625,32.6875,18.2773323059082,13.1199998855591,42.4156188964844,674.676208496094,33.3320007324219,2.40000009536743,30.9320011138916,26.3966674804688,14.2826662063599,26.3966674804688,9.7519998550415,1261,162,61,29.6857013702393,450,215,450,281
"Cfasc",-81.0625,33.0208333333333,18.0481662750244,13.2749996185303,42.2501564025879,689.564636230469,33.4280014038086,2.00799989700317,31.4200019836426,26.3640003204346,13.8839998245239,26.3640003204346,9.33600044250488,1232,148,62,27.3684768676758,427,215,427,287
"Cfasc",-81.0625,33.1875,17.8094997406006,13.2489995956421,42.0603179931641,697.070983886719,33.2999992370605,1.79999995231628,31.5,26.2119998931885,13.5846662521362,26.2119998931885,8.98666667938232,1216,142,64,25.5751724243164,413,220,413,291
"Cfasc",-81.0625,33.6458333333333,17.3013343811035,13.3226661682129,41.2619781494141,722.313537597656,33.1839981079102,0.89599996805191,32.2879981994629,26.0300006866455,12.9113330841064,26.0300006866455,8.17666721343994,1191,128,71,21.588264465332,381,234,381,295
"Cfasc",-81.0625,33.7708333333333,17.1903324127197,13.1646661758423,40.7272186279297,728.349182128906,33.1599998474121,0.836000025272369,32.3240013122559,25.9926662445068,12.8053331375122,25.9926662445068,7.97800016403198,1193,130,72,21.067310333252,378,237,378,296
"Cfasc",-81.0625,33.9791666666667,17.7590007781982,13.2013339996338,40.0331573486328,748.284484863281,34.0960006713867,1.12000000476837,32.976001739502,26.796667098999,13.2653331756592,26.796667098999,8.29800033569336,1162,128,71,20.7144737243652,363,234,363,290
"Cfasc",-81.0625,34.0625,17.341833114624,13.1243333816528,39.9644737243652,746.477355957031,33.6479988098145,0.807999968528748,32.8400001525879,26.3946666717529,12.8800001144409,26.3946666717529,7.93733358383179,1164,125,72,19.5893249511719,357,238,357,291
"Cfasc",-81.0625,34.1875,16.5225009918213,12.9636669158936,39.7073822021484,742.46533203125,32.7680015563965,0.120000004768372,32.6480026245117,25.5473327636719,12.1140003204346,25.5473327636719,7.15733337402344,1172,120,73,17.8778591156006,348,245,348,294
"Cfasc",-81.0625,34.3958333333333,16.2601661682129,13.1176671981812,39.6927719116211,756.804016113281,32.6879997253418,-0.360000014305115,33.0480003356934,25.4726657867432,11.6639995574951,25.4726657867432,6.74399995803833,1168,119,75,15.9816303253174,333,250,333,296
"Cfasc",-81.0625,34.4375,16.1846675872803,13.1340007781982,39.7277679443359,757.75244140625,32.6240005493164,-0.435999989509583,33.060001373291,25.4193344116211,11.57200050354,25.4193344116211,6.67333316802979,1169,120,75,16.0801181793213,334,250,334,295
"Cfasc",-81.0625,34.6458333333333,15.921667098999,12.9586668014526,39.1926765441895,762.172790527344,32.3600006103516,-0.703999996185303,33.0639991760254,25.2326679229736,11.3066663742065,25.2326679229736,6.37866687774658,1195,123,77,15.1281213760376,338,257,338,299
"Cfasc",-81.0625,34.7291666666667,15.7840003967285,12.7719993591309,38.7218017578125,764.44970703125,32.1599998474121,-0.824000000953674,32.984001159668,25.1206665039062,11.1546669006348,25.1206665039062,6.21266651153564,1205,124,79,14.1862592697144,336,262,336,300
"Cfasc",-81.0625,34.7708333333333,15.7425003051758,12.676999092102,38.4244651794434,767.165771484375,32.0999984741211,-0.891999959945679,32.9919967651367,7.61999988555908,11.1026668548584,25.1086673736572,6.13933324813843,1209,125,79,13.8554029464722,335,266,334,301
"Cfasc",-81.0625,34.8958333333333,15.8333330154419,12.4846668243408,37.8139915466309,774.576110839844,32.1399993896484,-0.875999987125397,33.015998840332,7.60933303833008,11.1713333129883,25.2806663513184,6.12599992752075,1205,124,79,12.6933927536011,333,271,324,300
"Cfasc",-81.0625,34.9375,15.8406667709351,12.3613338470459,37.6090202331543,772.295532226562,32.0880012512207,-0.77999997138977,32.8680000305176,7.6453332901001,11.1933336257935,25.2546672821045,6.1506667137146,1207,124,79,12.3343677520752,334,273,322,301
"Cfasc",-81.1041666666667,31.8541666666667,19.2842254638672,10.3791666030884,37.3831558227539,639.104431152344,32.5,4.73571443557739,27.7642860412598,26.5690479278564,15.96071434021,26.8202381134033,11.1083335876465,1277,186,62,36.1527214050293,485,215,473,255
"Cfasc",-81.1041666666667,32.1458333333333,19.1301670074463,11.5296669006348,39.8509140014648,646.769958496094,32.9440002441406,4.01200008392334,28.931999206543,26.8153324127197,15.5553331375122,26.8153324127197,10.8880004882812,1263,184,61,35.1265907287598,472,213,472,252
"Cfasc",-81.1041666666667,32.2291666666667,18.7136669158936,11.6113338470459,39.9234390258789,650.090576171875,32.6920013427734,3.60800004005432,29.0840015411377,26.4759998321533,15.1006669998169,26.4759998321533,10.456000328064,1262,181,61,34.2352256774902,469,213,469,256
"Cfasc",-81.1041666666667,32.2708333333333,18.6596660614014,11.760666847229,40.1826820373535,652.618896484375,32.7599983215332,3.49200010299683,29.2679977416992,26.4593334197998,15.013334274292,26.4593334197998,10.3713331222534,1260,179,61,33.6270866394043,466,213,466,259
"Cfasc",-81.1041666666667,32.3541666666667,18.6048336029053,12.1116666793823,40.9012069702148,656.807739257812,32.9040031433105,3.29200005531311,29.612003326416,26.474666595459,14.8453330993652,26.474666595459,10.28600025177,1259,175,60,32.6822662353516,462,213,462,265
"Cfasc",-81.1041666666667,32.3958333333333,18.5428333282471,12.2170000076294,41.1236000061035,656.578125,32.9040031433105,3.19600009918213,29.7080039978027,26.4226665496826,14.7626667022705,26.4226665496826,10.2360000610352,1259,173,61,31.9170551300049,459,214,459,269
"Cfasc",-81.1041666666667,32.4375,18.4869995117188,12.3226661682129,41.2294769287109,658.260375976562,32.9799995422363,3.09200000762939,29.8880004882812,26.3953323364258,14.6706666946411,26.3953323364258,10.163332939148,1257,171,61,31.5956211090088,457,213,457,270
"Cfasc",-81.1041666666667,32.5625,18.3373336791992,12.800666809082,41.8541297912598,670.045349121094,33.1959991455078,2.61199998855591,30.5839996337891,26.3880004882812,14.4040002822876,26.3880004882812,9.85200023651123,1258,166,61,30.3830547332764,452,214,452,277
"Cfasc",-81.1041666666667,32.7291666666667,18.3194999694824,13.2456665039062,42.5303916931152,678.795166015625,33.4680023193359,2.32399988174438,31.1440029144287,26.4773330688477,14.28733253479,26.4773330688477,9.72133255004883,1253,159,61,29.5208358764648,446,212,446,281
"Cfasc",-81.1041666666667,33.1875,17.7976665496826,13.2866659164429,42.0730438232422,697.847534179688,33.3079986572266,1.72800004482269,31.5799980163574,26.2093334197998,13.5640001296997,26.2093334197998,8.96266651153564,1215,141,65,25.1739845275879,411,222,411,291
"Cfasc",-81.1041666666667,33.3125,17.7193336486816,13.2413330078125,41.7971382141113,703.249877929688,33.2799987792969,1.60000002384186,31.6799983978271,26.1866664886475,13.4406671524048,26.1866664886475,8.82133293151855,1208,137,67,23.6859073638916,401,227,401,294
"Cfasc",-81.1041666666667,33.4375,17.5923328399658,13.3646669387817,41.7907066345215,709.576293945312,33.2879981994629,1.30799996852875,31.9799976348877,26.1533336639404,13.2826671600342,26.1533336639404,8.62333393096924,1200,133,68,22.6132278442383,391,231,391,297
"Cfasc",-81.1041666666667,33.4791666666667,17.5258331298828,13.3823337554932,41.7884521484375,712.0517578125,33.2360000610352,1.21200001239777,32.023998260498,26.1133346557617,13.199333190918,26.1133346557617,8.52333354949951,1199,132,69,22.2639045715332,389,232,389,296
"Cfasc",-81.1041666666667,33.9375,17.6051654815674,13.3063325881958,40.2831573486328,748.701049804688,33.9519996643066,0.919999957084656,33.0320014953613,26.6573333740234,13.0620002746582,26.6573333740234,8.1473331451416,1164,129,71,20.9030895233154,365,234,365,291
"Cfasc",-81.1041666666667,33.9791666666667,17.5641670227051,13.1810007095337,40.0979537963867,745.5927734375,33.8640022277832,0.991999983787537,32.8720016479492,26.5879993438721,13.068000793457,26.5879993438721,8.14866638183594,1170,129,72,20.3161010742188,364,237,364,292
"Cfasc",-81.1041666666667,34.0208333333333,17.5014991760254,13.167667388916,40.111083984375,744.195983886719,33.8120002746582,0.983999967575073,32.8279991149902,26.5200004577637,13.029333114624,26.5200004577637,8.11533355712891,1168,127,72,19.8823947906494,360,238,360,293
"Cfasc",-81.1041666666667,34.0625,17.4580001831055,13.2486667633057,40.1474723815918,749.838500976562,33.8400001525879,0.839999973773956,33,26.5499992370605,12.9393329620361,26.5499992370605,8.010666847229,1163,125,72,19.4040508270264,355,238,355,292
"Cfasc",-81.1041666666667,34.1458333333333,16.7781658172607,13.1676664352417,40.0379066467285,746.572814941406,33.1679992675781,0.280000001192093,32.8880004882812,25.8606662750244,12.2986669540405,25.8606662750244,7.38066673278809,1165,121,72,18.6199016571045,349,241,349,293
"Cfasc",-81.1041666666667,34.3125,16.3238334655762,13.1063327789307,39.754711151123,752.111145019531,32.6759986877441,-0.292000025510788,32.9679985046387,25.470666885376,11.8033332824707,25.470666885376,6.85399961471558,1176,120,75,16.2360553741455,335,251,335,299
"Cfasc",-81.1041666666667,34.4791666666667,16.079833984375,13.0843334197998,39.5583915710449,758.4326171875,32.507999420166,-0.568000018596649,33.076000213623,8.06466674804688,11.4846668243408,25.3233337402344,6.5493335723877,1181,122,76,15.4967622756958,333,254,333,298
"Cfasc",-81.1041666666667,34.6458333333333,15.8813333511353,12.9113330841064,39.1679801940918,759.44970703125,32.2639999389648,-0.699999988079071,32.9640007019043,25.1546669006348,11.3033332824707,25.1546669006348,6.36800003051758,1204,124,79,14.5238904953003,337,260,337,301
"Cfasc",-81.1041666666667,34.9791666666667,15.5458335876465,12.396333694458,37.7890930175781,770.157104492188,31.8039989471436,-1,32.8040008544922,7.38400030136108,10.9133338928223,24.9539985656738,5.89599990844727,1206,124,79,11.9599437713623,333,274,320,301
"Cfasc",-81.1458333333333,31.5625,19.4645824432373,9.82916641235352,36.2699890136719,630.118530273438,32.2999992370605,5.19999980926514,27.0999984741211,26.6333332061768,16.2416667938232,26.8583335876465,11.3833332061768,1301,185,64,36.2706832885742,501,224,469,266
"Cfasc",-81.1458333333333,31.6458333333333,19.3487491607666,9.96500015258789,36.6023864746094,631.316772460938,32.2999992370605,5.07499980926514,27.2249984741211,26.5416660308838,16.093334197998,26.7758331298828,11.2575006484985,1298,185,64,36.0680351257324,498,223,471,264
"Cfasc",-81.1458333333333,31.7291666666667,19.3924236297607,10.2651519775391,37.1314239501953,638.400939941406,32.5545463562012,4.90909099578857,27.6454544067383,26.6560611724854,16.0772724151611,26.9136371612549,11.2181816101074,1283,185,63,36.0112419128418,490,219,470,259
"Cfasc",-81.1458333333333,32.0208333333333,19.3613338470459,11.5206661224365,39.5681648254395,649.004211425781,33.1399993896484,4.02400016784668,29.1159992218018,27.0573329925537,15.7633333206177,27.0573329925537,11.0586671829224,1267,183,61,35.2180290222168,472,213,472,252
"Cfasc",-81.1458333333333,32.1875,18.929500579834,11.6383333206177,39.9338912963867,650.509460449219,32.8800010681152,3.73600006103516,29.1440010070801,26.6746673583984,15.3020000457764,26.6746673583984,10.6459999084473,1258,182,60,34.8474617004395,470,211,470,252
"Cfasc",-81.1458333333333,32.2708333333333,18.7171669006348,11.7583332061768,40.2241859436035,650.4052734375,32.8359985351562,3.60399985313416,29.2319984436035,26.4919986724854,15.0713329315186,26.4919986724854,10.460000038147,1257,178,60,33.5497550964355,465,212,465,260
"Cfasc",-81.1458333333333,32.3125,18.6493339538574,11.9440002441406,40.6424369812012,651.426452636719,32.8600006103516,3.47200012207031,29.3880004882812,26.449333190918,14.9473333358765,26.449333190918,10.3920001983643,1256,176,60,33.0931091308594,463,212,463,262
"Cfasc",-81.1458333333333,32.4375,18.4974994659424,12.4096670150757,41.4650726318359,657.048645019531,32.992000579834,3.06399989128113,29.9280014038086,26.3966674804688,14.6579999923706,26.3966674804688,10.1906671524048,1253,170,61,31.4268226623535,455,212,455,270
"Cfasc",-81.1458333333333,32.5208333333333,18.4153327941895,12.6359996795654,41.6864624023438,664.484802246094,33.1399993896484,2.82800006866455,30.3120002746582,26.4039993286133,14.5220003128052,26.4039993286133,10.0080003738403,1255,166,61,30.5208625793457,451,212,451,276
"Cfasc",-81.1458333333333,32.6875,18.3659992218018,13.1440000534058,42.4712409973145,675.988830566406,33.4080009460449,2.46000003814697,30.9480018615723,26.4806671142578,14.3713331222534,26.4806671142578,9.80200004577637,1252,159,61,29.2735900878906,444,213,444,283
"Cfasc",-81.1458333333333,32.9375,18.1229991912842,13.3439998626709,42.4643592834473,688.014404296875,33.4720001220703,2.0479998588562,31.423999786377,26.4106674194336,13.9659996032715,26.4106674194336,9.42133331298828,1233,150,61,28.2272930145264,430,211,430,286
"Cfasc",-81.1458333333333,32.9791666666667,18.1136665344238,13.4093332290649,42.4991569519043,691.201110839844,33.523998260498,1.97200000286102,31.5519981384277,26.4353332519531,13.9373331069946,26.4353332519531,9.37066650390625,1229,148,62,27.5586776733398,426,213,426,287
"Cfasc",-81.1458333333333,33.0208333333333,18.0678329467773,13.3909997940063,42.4034194946289,692.7080078125,33.5,1.91999995708466,31.5799999237061,26.3986663818359,13.8946666717529,26.3986663818359,9.30466651916504,1227,147,63,26.9740009307861,423,216,423,289
"Cfasc",-81.1458333333333,33.6041666666667,17.3365001678467,13.4323329925537,41.6119346618652,719.647094726562,33.2560005187988,0.976000010967255,32.2799987792969,26.041332244873,12.957332611084,26.041332244873,8.24400043487549,1190,128,70,21.6301498413086,381,233,381,296
"Cfasc",-81.1458333333333,33.7291666666667,17.1280002593994,13.3493328094482,41.2220039367676,728.205017089844,33.0799980163574,0.695999979972839,32.3839988708496,25.9213333129883,12.7266664505005,25.9213333129883,7.91066646575928,1198,129,73,20.6900482177734,378,239,378,298
"Cfasc",-81.1458333333333,33.8125,17.1261672973633,13.2476663589478,40.7219581604004,733.244812011719,33.1759986877441,0.643999993801117,32.5319976806641,25.9933319091797,12.7006664276123,25.9933319091797,7.84333324432373,1196,130,73,20.5089130401611,375,240,375,299
"Cfasc",-81.1458333333333,33.8958333333333,17.3080005645752,13.3299999237061,40.457691192627,745.565979003906,33.6240005493164,0.675999999046326,32.9480018615723,26.3366661071777,12.7519998550415,26.3366661071777,7.89933347702026,1173,129,72,20.9105072021484,368,235,368,294
"Cfasc",-81.1458333333333,34.0625,17.3838329315186,13.2623329162598,40.1937599182129,748.141296386719,33.7760009765625,0.780000030994415,32.9960021972656,26.4619998931885,12.8813333511353,26.4619998931885,7.96066665649414,1164,125,72,19.4730091094971,355,238,355,292
"Cfasc",-81.1458333333333,34.1041666666667,17.2518329620361,13.3170003890991,40.2326278686523,750.728820800781,33.7120018005371,0.611999988555908,33.1000022888184,26.3713340759277,12.71399974823,26.3713340759277,7.79933309555054,1162,123,72,19.002197265625,350,239,350,293
"Cfasc",-81.1458333333333,34.1458333333333,16.9613342285156,13.3360004425049,40.2802963256836,750.4072265625,33.4519996643066,0.34400001168251,33.1079978942871,26.0939998626709,12.4313335418701,26.0939998626709,7.52333307266235,1161,121,72,18.6000347137451,347,241,347,293
"Cfasc",-81.1458333333333,34.2291666666667,16.4793338775635,13.3066673278809,40.1625823974609,752.0673828125,32.9799995422363,-0.151999995112419,33.1319999694824,25.6480007171631,11.934666633606,25.6480007171631,7.02666664123535,1165,118,73,17.4189891815186,340,245,340,295
"Cfasc",-81.1458333333333,34.3125,16.3349990844727,13.220666885376,39.9367637634277,753.7568359375,32.7840003967285,-0.320000022649765,33.1040000915527,25.5066661834717,11.7906665802002,25.5066661834717,6.85333347320557,1170,120,74,16.5097045898438,333,250,333,298
"Cfasc",-81.1458333333333,34.4375,16.1270008087158,13.1786670684814,39.8050842285156,756.548095703125,32.5639991760254,-0.544000029563904,33.1079978942871,8.13800048828125,11.5326671600342,25.3446655273438,6.61666679382324,1178,121,76,15.2982301712036,333,254,330,299
"Cfasc",-81.1458333333333,34.6041666666667,15.9160003662109,13.0260000228882,39.4440383911133,757.646545410156,32.3240013122559,-0.699999988079071,33.0240020751953,7.90133285522461,11.3493328094482,25.1693344116211,6.41599988937378,1200,124,78,14.8724727630615,336,259,336,302
"Cfasc",-81.1875,31.6041666666667,19.49049949646,9.93366622924805,36.4886360168457,630.734375,32.431999206543,5.20799970626831,27.2239990234375,26.6700000762939,16.261999130249,26.9099998474121,11.4053335189819,1296,184,64,35.9600677490234,497,223,468,266
"Cfasc",-81.1875,31.7708333333333,19.3660411834717,10.5562505722046,37.7615814208984,638.979248046875,32.6949996948242,4.73999977111816,27.9549999237061,26.6308345794678,15.9899997711182,26.9141674041748,11.1925001144409,1279,184,63,35.7776145935059,486,215,470,258
"Cfasc",-81.1875,31.8125,19.2122917175293,10.7079162597656,38.1948204040527,638.838012695312,32.5749969482422,4.53999996185303,28.0349960327148,26.4833335876465,15.7875003814697,26.7700004577637,11.0466661453247,1278,184,62,35.6226196289062,483,214,471,258
"Cfasc",-81.1875,32.1875,18.9435005187988,11.8356666564941,40.2738075256348,654.295532226562,33.0279998779297,3.6399998664856,29.3880004882812,26.7453327178955,15.2299995422363,26.7453327178955,10.6120004653931,1255,180,60,34.3143348693848,467,210,467,253
"Cfasc",-81.1875,32.2291666666667,18.8296661376953,11.9640007019043,40.5174751281738,654.787963867188,33,3.47200012207031,29.5279998779297,26.6473331451416,15.0993337631226,26.6473331451416,10.5033330917358,1254,178,60,33.7634811401367,465,211,465,257
"Cfasc",-81.1875,32.3958333333333,18.58766746521,12.3473329544067,41.2567939758301,659.1962890625,33.068000793457,3.1399998664856,29.9280014038086,26.4899997711182,14.7526664733887,26.4899997711182,10.2386665344238,1249,170,60,31.6464061737061,454,211,454,269
"Cfasc",-81.1875,32.6041666666667,18.3824996948242,12.9436664581299,42.0631294250488,673.157775878906,33.3640022277832,2.59200000762939,30.7720031738281,26.4733333587646,14.3933324813843,26.4733333587646,9.85999965667725,1244,160,61,29.6649608612061,443,211,443,279
