"year","plot","code","functional_group","percent_cover","nearest_neighbor"
"2024",19,"POGR","forb",0.02,0
"2024",19,"RHIN","forb",0.04,0
"2024",19,"SECR","forb",0.025,0
"2024",19,"VINU","forb",0.005,0
"2024",19,"BRPU","grass",0.005,0
"2024",19,"MESP","grass",0.03,0
"2024",19,"LUAR","legume",0.08,0
"2024",20,"AQCO","forb",0.02,0
"2024",20,"CHAN","forb",0.015,0
"2024",20,"ERCO","forb",0.01,0
"2024",20,"FRVI","forb",0.03,0
"2024",20,"HYHO","forb",0.06,0
"2024",20,"POGR","forb",0.03,0
"2024",20,"RHIN","forb",0.05,0
"2024",20,"SECR","forb",0.04,0
"2024",20,"BRPU","grass",0.03,0
"2024",20,"ELGL","grass",0.02,0
"2024",20,"MESP","grass",0.03,0
"2024",20,"LUAR","legume",0.025,0
"2024",21,"CHAN","forb",0.2,0
"2024",21,"DEBA","forb",0.02,0
"2024",21,"EREL","forb",0.05,1
"2024",21,"HEMA","forb",0.04,0
"2024",21,"HEQU","forb",0.08,1
"2024",21,"HYCA","forb",0.005,0
"2024",21,"HYHO","forb",0.015,0
"2024",21,"LIPO","forb",0.08,0
"2024",21,"MECI","forb",0.01,1
"2024",21,"POGR","forb",0.02,0
"2024",21,"SECR","forb",0.01,0
"2024",21,"VAOC","forb",0.15,1
"2024",21,"BRPU","grass",0.001,0
"2024",21,"ELGL","grass",0.05,1
"2024",21,"MESP","grass",0.002,1
"2024",21,"RIMO","shrub",0.25,0
"2024",22,"CHAN","forb",0.015,0
"2024",22,"EREL","forb",0.01,0
"2024",22,"FRVI","forb",0.02,0
"2024",22,"HEMA","forb",0.3,0
"2024",22,"HEQU","forb",0.15,0
"2024",22,"HYHO","forb",0.02,0
"2024",22,"LIPO","forb",0.08,0
"2024",22,"MECI","forb",0.02,0
"2024",22,"POGR","forb",0.1,0
"2024",22,"SECR","forb",0.04,0
"2024",22,"THFE","forb",0.01,0
"2024",22,"VAOC","forb",0.12,0
"2024",22,"BRPU","grass",0.001,0
"2024",22,"ELGL","grass",0.005,0
"2024",22,"MESP","grass",0.03,0
"2024",22,"CAHO","sedge",0.005,0
"2024",22,"RIMO","shrub",0.05,0
"2024",23,"AQCO","forb",0.03,0
"2024",23,"CHAN","forb",0.05,0
"2024",23,"DEBA","forb",0.02,1
"2024",23,"ERCO","forb",0.005,0
"2024",23,"EREL","forb",0.03,0
"2024",23,"GEPA","forb",0.01,0
"2024",23,"HEQU","forb",0.15,0
"2024",23,"HYHO","forb",0.08,1
"2024",23,"LIPO","forb",0.2,0
"2024",23,"POGR","forb",0.06,0
"2024",23,"SECR","forb",0.1,1
"2024",23,"VAOC","forb",0.02,0
"2024",23,"VINU","forb",0.005,0
"2024",23,"BRPU","grass",0.01,0
"2024",23,"ELGL","grass",0.04,0
"2024",23,"MESP","grass",0.1,1
"2024",24,"CAPE","forb",0.005,0
"2024",24,"ERSP","forb",0.06,0
"2024",24,"HEQU","forb",0.1,0
"2024",24,"HYHO","forb",0.03,0
"2024",24,"LIPO","forb",0.03,0
"2024",24,"POGR","forb",0.2,0
"2024",24,"BRPU","grass",0.01,0
"2024",24,"MESP","grass",0.05,0
"2024",24,"LUAR","legume",0.1,0
"2024",24,"CAHO","sedge",0.03,0
"2024",25,"AQCO","forb",0.03,0
"2024",25,"BOST","forb",0.001,0
"2024",25,"CHAN","forb",0.01,0
"2024",25,"EREL","forb",0.02,0
"2024",25,"FRVI","forb",0.04,0
"2024",25,"GERI","forb",0.01,0
"2024",25,"HEQU","forb",0.24,0
"2024",25,"LIPO","forb",0.08,0
"2024",25,"POGR","forb",0.05,0
"2024",25,"SECR","forb",0.005,0
"2024",25,"BRPU","grass",0.01,0
"2024",25,"ELGL","grass",0.01,0
"2024",25,"LUAR","legume",0.15,0
"2024",25,"CAHO","sedge",0.03,0
"2024",26,"DEBA","forb",0.03,0
"2024",26,"EREL","forb",0.01,0
"2024",26,"ERSP","forb",0.05,0
"2024",26,"FRVI","forb",0.005,0
"2024",26,"HEQU","forb",0.15,1
"2024",26,"LIPO","forb",0.15,0
"2024",26,"MECI","forb",0.015,0
"2024",26,"POGR","forb",0.05,1
"2024",26,"VAOC","forb",0.04,0
"2024",26,"BRPU","grass",0.01,1
"2024",26,"MESP","grass",0.04,0
"2024",26,"LUAR","legume",0.04,1
"2024",26,"CAHO","sedge",0.005,1
"2024",27,"DEBA","forb",0.015,0
"2024",27,"EREL","forb",0.025,0
"2024",27,"GABI","forb",0.002,0
"2024",27,"HEQU","forb",0.15,0
"2024",27,"HYHO","forb",0.1,1
"2024",27,"POGR","forb",0.015,0
"2024",27,"SECR","forb",0.02,0
"2024",27,"ELGL","grass",0.06,1
"2024",27,"MESP","grass",0.015,0
"2024",27,"RIMO","shrub",0.3,0
"2024",28,"ANSE","forb",0.002,0
"2024",28,"DEBA","forb",0.01,0
"2024",28,"FRVI","forb",0.005,0
"2024",28,"GABI","forb",0.01,0
"2024",28,"HEMA","forb",0.1,0
"2024",28,"HEQU","forb",0.04,0
"2024",28,"HYHO","forb",0.2,0
"2024",28,"MECI","forb",0.01,0
"2024",28,"POGR","forb",0.015,0
"2024",28,"SECR","forb",0.03,0
"2024",28,"ELGL","grass",0.1,0
"2024",28,"MESP","grass",0.04,0
"2024",28,"CAHO","sedge",0.01,0
"2024",28,"RIMO","shrub",0.25,0
"2024",29,"DEBA","forb",0.01,0
"2024",29,"ERCO","forb",0.01,0
"2024",29,"EREL","forb",0.01,0
"2024",29,"HEQU","forb",0.1,0
"2024",29,"LIPO","forb",0.12,0
"2024",29,"MOUN","forb",0.002,0
"2024",29,"POGR","forb",0.06,0
"2024",29,"RHIN","forb",0.005,0
"2024",29,"SECR","forb",0.02,1
"2024",29,"VINU","forb",0.001,1
"2024",29,"ELGL","grass",0.05,1
"2024",29,"MESP","grass",0.05,1
"2024",29,"TRSP","grass",0.05,0
"2024",29,"LUAR","legume",0.25,1
"2024",30,"ANSE","forb",0.01,0
"2024",30,"ERCO","forb",0.005,0
"2024",30,"GABI","forb",0.01,0
"2024",30,"LIPO","forb",0.05,0
"2024",30,"POGR","forb",0.005,0
"2024",30,"SECR","forb",0.15,0
"2024",30,"VINU","forb",0.002,0
"2024",30,"BRPU","grass",0.01,0
"2024",30,"ELGL","grass",0.08,0
"2024",30,"MESP","grass",0.2,0
"2024",30,"LUAR","legume",0.15,0
"2024",31,"CHAN","forb",0.005,0
"2024",31,"ERCO","forb",0.001,0
"2024",31,"GABI","forb",0.01,0
"2024",31,"HEQU","forb",0.02,0
"2024",31,"POGR","forb",0.015,0
"2024",31,"SECR","forb",0.1,0
"2024",31,"CACA","grass",0.02,0
"2024",31,"ELGL","grass",0.02,0
"2024",31,"FEEA","grass",0.01,0
"2024",31,"MESP","grass",0.02,1
"2024",31,"LUAR","legume",0.25,1
"2024",32,"AGGL","forb",0.01,0
"2024",32,"ANSE","forb",0.005,0
"2024",32,"CHAN","forb",0.15,0
"2024",32,"DEBA","forb",0.01,0
"2024",32,"HEQU","forb",0.05,0
"2024",32,"POGR","forb",0.04,0
"2024",32,"CACA","grass",0.1,0
"2024",32,"ELGL","grass",0.03,0
"2024",32,"MESP","grass",0.05,0
"2024",32,"LUAR","legume",0.2,0
"2024",33,"ANSE","forb",0.01,0
"2024",33,"BAVU","forb",0.01,0
"2024",33,"CHAN","forb",0.04,0
"2024",33,"ERCO","forb",0.03,0
"2024",33,"EREL","forb",0.02,0
"2024",33,"FRVI","forb",0.02,0
"2024",33,"HEMA","forb",0.04,0
"2024",33,"HYHO","forb",0.04,0
"2024",33,"SECR","forb",0.1,0
"2024",33,"BRPU","grass",0.005,0
"2024",33,"ELGL","grass",0.05,0
"2024",33,"POPR","grass",0.1,0
"2024",33,"LUAR","legume",0.07,0
"2024",34,"BAVU","forb",0.03,0
"2024",34,"CHAN","forb",0.1,0
"2024",34,"GERI","forb",0.02,0
"2024",34,"HYHO","forb",0.02,0
"2024",34,"MECI","forb",0.03,0
"2024",34,"RUSA","forb",0.05,0
"2024",34,"VECA","forb",0.3,1
"2024",34,"ELGL","grass",0.06,0
"2024",34,"POPR","grass",0.2,1
"2024",34,"LUAR","legume",0.05,1
"2024",35,"CHAN","forb",0.4,1
"2024",35,"DEBA","forb",0.02,1
"2024",35,"ERCO","forb",0.01,0
"2024",35,"GERI","forb",0.04,1
"2024",35,"HEMA","forb",0.35,0
"2024",35,"HYHO","forb",0.02,0
"2024",35,"MECI","forb",0.03,0
"2024",35,"MOUN","forb",0.015,0
"2024",35,"SECR","forb",0.01,0
"2024",35,"VAOC","forb",0.01,0
"2024",35,"ELGL","grass",0.03,1
"2024",35,"LUAR","legume",0.01,0
"2024",36,"CHAN","forb",0.6,0
"2024",36,"DEBA","forb",0.03,0
"2024",36,"GERI","forb",0.04,0
"2024",36,"HEMA","forb",0.2,0
"2024",36,"HYHO","forb",0.03,0
"2024",36,"MECI","forb",0.12,0
"2024",36,"SECR","forb",0.01,0
"2024",36,"VINU","forb",0.02,0
"2024",36,"BRPU","grass",0.005,0
"2024",36,"ELGL","grass",0.02,0
"2024",37,"BAVU","forb",0.01,0
"2024",37,"CHAN","forb",0.4,0
"2024",37,"DEBA","forb",0.02,0
"2024",37,"ERCO","forb",0.02,1
"2024",37,"EREL","forb",0.05,0
"2024",37,"HEMA","forb",0.03,0
"2024",37,"HYHO","forb",0.2,1
"2024",37,"RUSA","forb",0.03,0
"2024",37,"SECR","forb",0.01,0
"2024",37,"ELGL","grass",0.005,0
"2024",37,"POPR","grass",0.1,1
"2024",38,"CHAN","forb",0.25,0
"2024",38,"DEBA","forb",0.05,0
"2024",38,"EREL","forb",0.02,0
"2024",38,"GERI","forb",0.01,0
"2024",38,"HYHO","forb",0.08,0
"2024",38,"MECI","forb",0.01,0
"2024",38,"MOUN","forb",0.02,0
"2024",38,"SECR","forb",0.05,0
"2024",38,"VINU","forb",0.01,0
"2024",38,"ELGL","grass",0.01,0
"2024",38,"MESP","grass",0.01,0
"2024",38,"POPR","grass",0.1,0
"2024",38,"LUAR","legume",0.1,0
"2024",39,"CHAN","forb",0.015,0
"2024",39,"EPCI","forb",0.01,0
"2024",39,"GABI","forb",0.001,0
"2024",39,"GERI","forb",0.06,0
"2024",39,"HEMA","forb",0.1,0
"2024",39,"HYCA","forb",0.005,0
"2024",39,"POGR","forb",0.03,0
"2024",39,"SECR","forb",0.02,1
"2024",39,"TAOF","forb",0.01,0
"2024",39,"BRPU","grass",0.02,0
"2024",39,"ELGL","grass",0.02,1
"2024",39,"POPR","grass",0.15,1
"2024",39,"LUAR","legume",0.12,1
"2024",39,"TRHY","legume",0.01,0
"2024",40,"ERCO","forb",0.005,0
"2024",40,"GERI","forb",0.03,0
"2024",40,"HEMA","forb",0.3,0
"2024",40,"HYHO","forb",0.04,0
"2024",40,"MECI","forb",0.05,0
"2024",40,"POGR","forb",0.04,0
"2024",40,"SECR","forb",0.02,0
"2024",40,"VINU","forb",0.005,0
"2024",40,"ELGL","grass",0.03,0
"2024",40,"LUAR","legume",0.12,0
"2025",1,"ANSE","forb",0.005,0
"2025",1,"CHAN","forb",0.03,0
"2025",1,"DRSP","forb",0.001,0
"2025",1,"FRVI","forb",0.04,0
"2025",1,"GERI","forb",0.02,0
"2025",1,"HEQU","forb",0.45,0
"2025",1,"HYHO","forb",0.03,0
"2025",1,"LIPO","forb",0.03,0
"2025",1,"MECI","forb",0.01,0
"2025",1,"POGR","forb",0.07,0
"2025",1,"SECR","forb",0.04,0
"2025",1,"BRPU","grass",0.01,0
"2025",1,"ELGL","grass",0.12,0
"2025",1,"MESP","grass",0.1,0
"2025",1,"LUAR","legume",0.03,0
"2025",2,"AGGL","forb",0.01,0
"2025",2,"ANSE","forb",0.005,0
"2025",2,"AQCO","forb",0.04,0
"2025",2,"EREL","forb",0.005,0
"2025",2,"FRVI","forb",0.02,0
"2025",2,"GERI","forb",0.01,0
"2025",2,"HEQU","forb",0.25,0
"2025",2,"HYHO","forb",0.15,1
"2025",2,"LIPO","forb",0.08,1
"2025",2,"POGR","forb",0.05,1
"2025",2,"BRPU","grass",0.01,0
"2025",2,"ELGL","grass",0.02,0
"2025",2,"MESP","grass",0.03,0
"2025",2,"POST","grass",0.01,0
"2025",2,"CAHO","sedge",0.03,0
"2025",2,"RIMO","shrub",0.25,0
"2025",3,"ANSE","forb",0.01,0
"2025",3,"AQCO","forb",0.04,0
"2025",3,"BAVU","forb",0.001,0
"2025",3,"CHAN","forb",0.03,0
"2025",3,"DESO","forb",0.01,0
"2025",3,"FRVI","forb",0.01,0
"2025",3,"GERI","forb",0.04,0
"2025",3,"HEMA","forb",0.08,0
"2025",3,"HEQU","forb",0.08,0
"2025",3,"HYHO","forb",0.04,0
"2025",3,"LIPO","forb",0.2,0
"2025",3,"POGR","forb",0.02,0
"2025",3,"SECR","forb",0.005,0
"2025",3,"VAOC","forb",0.015,0
"2025",3,"BRPU","grass",0.01,0
"2025",3,"ELGL","grass",0.02,0
"2025",3,"MESP","grass",0.03,0
"2025",3,"LUAR","legume",0.05,0
"2025",3,"CAHO","sedge",0.01,0
"2025",4,"ANSE","forb",0.01,0
"2025",4,"CHAN","forb",0.04,0
"2025",4,"FRVI","forb",0.02,0
"2025",4,"GERI","forb",0.01,0
"2025",4,"HEMA","forb",0.15,0
"2025",4,"HYHO","forb",0.15,0
"2025",4,"LIPO","forb",0.01,0
"2025",4,"MECI","forb",0.02,0
"2025",4,"POGR","forb",0.08,0
"2025",4,"SECR","forb",0.01,0
"2025",4,"VAOC","forb",0.1,0
"2025",4,"BRPU","grass",0.03,0
"2025",4,"ELGL","grass",0.1,0
"2025",4,"MESP","grass",0.06,0
"2025",5,"CHAN","forb",0.09,0
"2025",5,"DEBA","forb",0.06,0
"2025",5,"DRSP","forb",0.001,0
"2025",5,"EREL","forb",0.02,0
"2025",5,"ERGR","forb",0.002,0
"2025",5,"FRVI","forb",0.03,0
"2025",5,"GERI","forb",0.02,0
"2025",5,"HEQU","forb",0.04,0
"2025",5,"HYHO","forb",0.3,0
"2025",5,"LIPO","forb",0.25,0
"2025",5,"MECI","forb",0.02,0
"2025",5,"SECR","forb",0.03,0
"2025",5,"VAOC","forb",0.01,0
"2025",5,"BRPU","grass",0.01,0
"2025",5,"ELGL","grass",0.03,0
"2025",5,"MESP","grass",0.1,0
"2025",5,"LUAR","legume",0.2,0
"2025",5,"CAHO","sedge",0.03,0
"2025",5,"RIMO","shrub",0.1,0
"2025",6,"AGGL","forb",0.01,0
"2025",6,"ANSE","forb",0.001,0
"2025",6,"AQCO","forb",0.02,0
"2025",6,"CHAN","forb",0.01,0
"2025",6,"DRSP","forb",0.005,0
"2025",6,"EREL","forb",0.03,0
"2025",6,"ERGR","forb",0.005,0
"2025",6,"ERSP","forb",0.01,0
"2025",6,"FRVI","forb",0.04,0
"2025",6,"GERI","forb",0.03,0
"2025",6,"HEMA","forb",0.07,0
"2025",6,"HEQU","forb",0.12,1
"2025",6,"HYHO","forb",0.15,1
"2025",6,"LIPO","forb",0.15,0
"2025",6,"MECI","forb",0.01,0
"2025",6,"POGR","forb",0.01,0
"2025",6,"SECR","forb",0.07,1
"2025",6,"VAOC","forb",0.05,0
"2025",6,"BRPU","grass",0.02,0
"2025",6,"ELGL","grass",0.05,1
"2025",6,"MESP","grass",0.02,0
"2025",6,"POST","grass",0.07,0
"2025",6,"LUAR","legume",0.02,0
"2025",6,"CAHO","sedge",0.01,1
"2025",6,"RIMO","shrub",0.3,1
"2025",7,"DESO","forb",0.001,0
"2025",7,"EREL","forb",0.03,0
"2025",7,"ERSP","forb",0.04,0
"2025",7,"GERI","forb",0.01,0
"2025",7,"HEQU","forb",0.25,0
"2025",7,"HYHO","forb",0.1,0
"2025",7,"LIPO","forb",0.35,0
"2025",7,"MECI","forb",0.03,0
"2025",7,"POGR","forb",0.05,0
"2025",7,"SECR","forb",0.05,0
"2025",7,"VAOC","forb",0.03,0
"2025",7,"BRPU","grass",0.005,0
"2025",7,"ELGL","grass",0.01,0
"2025",7,"MESP","grass",0.1,0
"2025",8,"ANSE","forb",0.005,0
"2025",8,"AQCO","forb",0.01,0
"2025",8,"CHAN","forb",0.01,0
"2025",8,"EREL","forb",0.02,1
"2025",8,"ERSP","forb",0.01,1
"2025",8,"FRVI","forb",0.1,1
"2025",8,"GERI","forb",0.01,0
"2025",8,"HEMA","forb",0.08,0
"2025",8,"HEQU","forb",0.15,1
"2025",8,"HYHO","forb",0.04,1
"2025",8,"LIPO","forb",0.2,1
"2025",8,"MECI","forb",0.02,1
"2025",8,"POGR","forb",0.05,1
"2025",8,"SECR","forb",0.03,0
"2025",8,"TAOF","forb",0.01,0
"2025",8,"THFE","forb",0.15,1
"2025",8,"VAOC","forb",0.01,0
"2025",8,"BRPU","grass",0.01,0
"2025",8,"ELGL","grass",0.05,1
"2025",8,"MESP","grass",0.04,1
"2025",8,"LUAR","legume",0.01,0
"2025",8,"RIMO","shrub",0.4,1
"2025",9,"ANSE","forb",0.01,0
"2025",9,"BAVU","forb",0.008,0
"2025",9,"CHAN","forb",0.15,1
"2025",9,"DEBA","forb",0.01,0
"2025",9,"EREL","forb",0.15,1
"2025",9,"HEMA","forb",0.25,0
"2025",9,"HYHO","forb",0.05,0
"2025",9,"LIPO","forb",0.06,0
"2025",9,"MECI","forb",0.05,0
"2025",9,"POGR","forb",0.005,0
"2025",9,"RUSA","forb",0.05,0
"2025",9,"SECR","forb",0.02,0
"2025",9,"VAOC","forb",0.03,0
"2025",9,"ELGL","grass",0.1,0
"2025",9,"MESP","grass",0.05,1
"2025",9,"LUAR","legume",0.08,0
"2025",9,"CAHO","sedge",0.01,1
"2025",10,"BAVU","forb",0.001,0
"2025",10,"CHAN","forb",0.06,0
"2025",10,"DEBA","forb",0.07,0
"2025",10,"DESO","forb",0.005,0
"2025",10,"ERCO","forb",0.04,0
"2025",10,"HEMA","forb",0.03,0
"2025",10,"RUSA","forb",0.05,0
"2025",10,"SECR","forb",0.02,0
"2025",10,"ELGL","grass",0.12,0
"2025",10,"MESP","grass",0.1,0
"2025",10,"LUAR","legume",0.02,0
"2025",11,"AQCO","forb",0.06,0
"2025",11,"DESO","forb",0.001,0
"2025",11,"FRVI","forb",0.01,0
"2025",11,"HEMA","forb",0.02,0
"2025",11,"HEQU","forb",0.1,0
"2025",11,"LIPO","forb",0.06,0
"2025",11,"MECI","forb",0.005,0
"2025",11,"SECR","forb",0.02,0
"2025",11,"VAOC","forb",0.15,0
"2025",11,"BRPU","grass",0.02,0
"2025",11,"CACA","grass",0.02,0
"2025",11,"ELGL","grass",0.1,0
"2025",11,"MESP","grass",0.06,0
"2025",11,"RIMO","shrub",0.3,0
"2025",12,"AQCO","forb",0.03,0
"2025",12,"CHAN","forb",0.04,1
"2025",12,"ERCO","forb",0.005,0
"2025",12,"FRVI","forb",0.04,1
"2025",12,"GERI","forb",0.01,0
"2025",12,"HEMA","forb",0.03,0
"2025",12,"HEQU","forb",0.2,0
"2025",12,"HYCA","forb",0.01,0
"2025",12,"HYHO","forb",0.1,0
"2025",12,"LIPO","forb",0.04,1
"2025",12,"MECI","forb",0.01,0
"2025",12,"POGR","forb",0.01,0
"2025",12,"SECR","forb",0.1,1
"2025",12,"TAOF","forb",0.02,1
"2025",12,"VAOC","forb",0.02,0
"2025",12,"BRPU","grass",0.001,0
"2025",12,"ELGL","grass",0.02,1
"2025",12,"MESP","grass",0.06,0
"2025",12,"TRSP","grass",0.06,0
"2025",12,"LUAR","legume",0.06,1
"2025",12,"RIMO","shrub",0.25,1
"2025",13,"AGGL","forb",0.01,0
"2025",13,"BAVU","forb",0.005,0
"2025",13,"EREL","forb",0.01,1
"2025",13,"HEMA","forb",0.05,0
"2025",13,"HEQU","forb",0.1,0
"2025",13,"HYHO","forb",0.07,0
"2025",13,"POGR","forb",0.05,0
"2025",13,"SECR","forb",0.05,1
"2025",13,"BRPU","grass",0.005,0
"2025",13,"ELGL","grass",0.02,1
"2025",13,"MESP","grass",0.07,0
"2025",13,"LUAR","legume",0.1,1
"2025",14,"CHAN","forb",0.04,0
"2025",14,"DRSP","forb",0.01,0
"2025",14,"EREL","forb",0.005,0
"2025",14,"FRVI","forb",0.02,0
"2025",14,"GERI","forb",0.005,0
"2025",14,"HEQU","forb",0.25,0
"2025",14,"LIPO","forb",0.03,0
"2025",14,"POGR","forb",0.02,0
"2025",14,"SECR","forb",0.02,0
"2025",14,"VAOC","forb",0.01,0
"2025",14,"BRPU","grass",0.005,0
"2025",14,"ELGL","grass",0.03,0
"2025",14,"MESP","grass",0.08,0
"2025",15,"AGGL","forb",0.02,0
"2025",15,"ANSE","forb",0.005,0
"2025",15,"CHAN","forb",0.05,0
"2025",15,"DRSP","forb",0.001,0
"2025",15,"EREL","forb",0.01,1
"2025",15,"FRVI","forb",0.01,0
"2025",15,"HEQU","forb",0.1,1
"2025",15,"HYHO","forb",0.02,0
"2025",15,"LIPO","forb",0.03,0
"2025",15,"POGR","forb",0.05,1
"2025",15,"SECR","forb",0.1,1
"2025",15,"ELGL","grass",0.04,1
"2025",15,"MESP","grass",0.02,0
"2025",15,"PHAL","grass",0.01,0
"2025",15,"LUAR","legume",0.25,0
"2025",16,"AGGL","forb",0.005,0
"2025",16,"CHAN","forb",0.15,0
"2025",16,"EREL","forb",0.02,0
"2025",16,"ERGR","forb",0.001,0
"2025",16,"GERI","forb",0.01,0
"2025",16,"HEQU","forb",0.2,0
"2025",16,"HYHO","forb",0.01,0
"2025",16,"POGR","forb",0.04,0
"2025",16,"SECR","forb",0.09,0
"2025",16,"VAOC","forb",0.005,0
"2025",16,"ELGL","grass",0.2,0
"2025",16,"MESP","grass",0.04,0
"2025",17,"ANSE","forb",0.001,0
"2025",17,"BAVU","forb",0.01,1
"2025",17,"CHAN","forb",0.15,1
"2025",17,"DEBA","forb",0.06,0
"2025",17,"EREL","forb",0.015,0
"2025",17,"FRVI","forb",0.02,0
"2025",17,"GERI","forb",0.005,0
"2025",17,"HEQU","forb",0.02,0
"2025",17,"HYCA","forb",0.01,0
"2025",17,"HYHO","forb",0.15,1
"2025",17,"LIPO","forb",0.15,0
"2025",17,"SECR","forb",0.01,0
"2025",17,"VINU","forb",0.01,0
"2025",17,"ELGL","grass",0.04,1
"2025",17,"MESP","grass",0.02,1
"2025",17,"LUAR","legume",0.1,1
"2025",18,"CHAN","forb",0.25,0
"2025",18,"EREL","forb",0.005,0
"2025",18,"FRVI","forb",0.05,0
"2025",18,"GERI","forb",0.01,0
"2025",18,"HEMA","forb",0.05,0
"2025",18,"HEQU","forb",0.03,0
"2025",18,"HYCA","forb",0.001,0
"2025",18,"HYHO","forb",0,0
"2025",18,"LIPO","forb",0.1,0
"2025",18,"SECR","forb",0.01,0
"2025",18,"VAOC","forb",0.02,0
"2025",18,"ELGL","grass",0.01,0
"2025",18,"MESP","grass",0.05,0
"2025",18,"LUAR","legume",0.02,0
"2025",19,"ANSE","forb",0.001,0
"2025",19,"BAVU","forb",0.005,0
"2025",19,"CHAN","forb",0.05,0
"2025",19,"DEBA","forb",0.25,0
"2025",19,"FRVI","forb",0.005,0
"2025",19,"HYHO","forb",0.1,0
"2025",19,"POGR","forb",0.04,0
"2025",19,"RHIN","forb",0.03,0
"2025",19,"SECR","forb",0.05,1
"2025",19,"VINU","forb",0.01,0
"2025",19,"BRPU","grass",0.002,0
"2025",19,"ELGL","grass",0.01,0
"2025",19,"MESP","grass",0.03,0
"2025",19,"POST","grass",0.01,0
"2025",19,"LUAR","legume",0.15,0
"2025",20,"CHAN","forb",0.02,0
"2025",20,"ERCO","forb",0.005,0
"2025",20,"FRVI","forb",0.15,0
"2025",20,"GERI","forb",0.07,0
"2025",20,"HEMA","forb",0.04,0
"2025",20,"HYHO","forb",0.04,0
"2025",20,"LIPO","forb",0.05,0
"2025",20,"POGR","forb",0.07,0
"2025",20,"RHIN","forb",0.03,0
"2025",20,"SECR","forb",0.07,0
"2025",20,"BRPU","grass",0.04,0
"2025",20,"MESP","grass",0.03,0
"2025",20,"LUAR","legume",0.08,0
"2025",21,"CHAN","forb",0.1,1
"2025",21,"DEBA","forb",0.04,0
"2025",21,"EREL","forb",0.03,1
"2025",21,"GERI","forb",0.001,0
"2025",21,"HEMA","forb",0.01,0
"2025",21,"HEQU","forb",0.03,0
"2025",21,"HYHO","forb",0.06,1
"2025",21,"LIPO","forb",0.2,0
"2025",21,"MECI","forb",0.05,0
"2025",21,"POGR","forb",0.03,0
"2025",21,"SECR","forb",0.01,0
"2025",21,"VAOC","forb",0.15,1
"2025",21,"BRPU","grass",0.01,0
"2025",21,"ELGL","grass",0.1,0
"2025",21,"MESP","grass",0.02,0
"2025",21,"RIMO","shrub",0.25,0
"2025",22,"AQCO","forb",0.01,0
"2025",22,"CHAN","forb",0.01,0
"2025",22,"EREL","forb",0.005,0
"2025",22,"FRVI","forb",0.07,0
"2025",22,"GERI","forb",0.005,0
"2025",22,"HEMA","forb",0.3,0
"2025",22,"HEQU","forb",0.25,0
"2025",22,"HYHO","forb",0.06,0
"2025",22,"LIPO","forb",0.09,0
"2025",22,"MECI","forb",0.02,0
"2025",22,"POGR","forb",0.12,0
"2025",22,"RAIN","forb",0.001,0
"2025",22,"SECR","forb",0.05,0
"2025",22,"TAOF","forb",0.01,0
"2025",22,"THFE","forb",0.04,0
"2025",22,"VAOC","forb",0.01,0
"2025",22,"ELGL","grass",0.02,0
"2025",22,"MESP","grass",0.01,0
"2025",22,"CAHO","sedge",0.02,0
"2025",22,"RIMO","shrub",0.01,0
"2025",23,"AQCO","forb",0.01,0
"2025",23,"CHAN","forb",0.04,1
"2025",23,"DRSP","forb",0.02,1
"2025",23,"EREL","forb",0.02,0
"2025",23,"GEPA","forb",0.005,0
"2025",23,"GERI","forb",0.02,1
"2025",23,"HEQU","forb",0.25,0
"2025",23,"HYHO","forb",0.08,1
"2025",23,"LIPO","forb",0.35,1
"2025",23,"MECI","forb",0.01,0
"2025",23,"POGR","forb",0.02,1
"2025",23,"SECR","forb",0.05,0
"2025",23,"THFE","forb",0.12,0
"2025",23,"VAOC","forb",0.04,0
"2025",23,"BRPU","grass",0.02,0
"2025",23,"ELGL","grass",0.2,0
"2025",23,"MESP","grass",0.04,0
"2025",24,"BAVU","forb",0.01,0
"2025",24,"CAPE","forb",0.02,0
"2025",24,"ERCO","forb",0.01,0
"2025",24,"ERSP","forb",0.07,0
"2025",24,"FRVI","forb",0.015,0
"2025",24,"HEMU","forb",0.02,0
"2025",24,"HEQU","forb",0.15,0
"2025",24,"HYHO","forb",0.06,0
"2025",24,"LIPO","forb",0.04,0
"2025",24,"POGR","forb",0.15,0
"2025",24,"SECR","forb",0.01,0
"2025",24,"VINU","forb",0.001,0
"2025",24,"BRPU","grass",0.01,0
"2025",24,"MESP","grass",0.1,0
"2025",24,"LUAR","legume",0.06,0
"2025",24,"CAHO","sedge",0.1,0
"2025",25,"AQCO","forb",0.02,0
"2025",25,"ERSP","forb",0.015,0
"2025",25,"FRVI","forb",0.06,0
"2025",25,"HEQU","forb",0.25,0
"2025",25,"LIPO","forb",0.15,0
"2025",25,"POGR","forb",0.07,0
"2025",25,"BRPU","grass",0.02,0
"2025",25,"ELGL","grass",0.05,0
"2025",25,"MESP","grass",0.05,0
"2025",25,"POST","grass",0.015,0
"2025",25,"LUAR","legume",0.11,0
"2025",25,"CAHO","sedge",0.08,0
"2025",26,"DEBA","forb",0.03,1
"2025",26,"EREL","forb",0.02,0
"2025",26,"ERSP","forb",0.15,1
"2025",26,"FRVI","forb",0.02,0
"2025",26,"GERI","forb",0.01,0
"2025",26,"HEQU","forb",0.15,1
"2025",26,"HYHO","forb",0.02,0
"2025",26,"MECI","forb",0.05,0
"2025",26,"POGR","forb",0.07,1
